,user,points,state,timestamp,vaccination_time,wave_no,decision
390,357,58,V,2014-09-22 07:54:39,2014-09-15 14:25:00,2,1
391,148,90,V,2014-09-22 07:53:16,2014-09-15 14:15:00,2,1
392,427,90,R,2014-09-22 07:53:06,,2,0
393,70,60,V,2014-09-22 07:53:10,2014-09-15 16:10:00,2,1
394,106,100,S,2014-09-22 07:53:28,,2,0
395,166,57,R,2014-09-22 07:52:16,,2,0
396,133,90,V,2014-09-22 07:53:24,2014-09-16 00:15:00,2,1
397,184,52,R,2014-09-22 07:53:41,,2,0
398,131,57,R,2014-09-22 07:51:18,,2,0
399,370,54,V,2014-09-22 07:51:02,2014-09-15 14:25:00,2,1
400,251,90,V,2014-09-22 07:50:31,2014-09-15 14:15:00,2,1
401,383,100,S,2014-09-22 07:50:11,,2,0
402,272,100,S,2014-09-22 07:53:47,,2,0
403,329,90,V,2014-09-22 07:53:21,2014-09-16 01:45:00,2,1
404,21,100,S,2014-09-22 07:50:29,,2,0
405,417,90,V,2014-09-22 07:54:54,2014-09-15 14:15:00,2,1
406,32,90,V,2014-09-22 07:52:04,2014-09-15 14:30:00,2,1
407,26,90,V,2014-09-22 07:52:30,2014-09-15 15:55:00,2,1
408,397,90,V,2014-09-22 07:54:18,2014-09-18 04:45:00,2,1
409,115,100,S,2014-09-22 07:52:44,,2,0
410,451,51,R,2014-09-22 07:52:16,,2,0
411,165,100,S,2014-09-22 07:52:51,,2,0
412,239,42,R,2014-09-22 07:51:36,,2,0
413,455,100,S,2014-09-22 07:47:37,,2,0
414,112,90,V,2014-09-22 07:50:14,2014-09-15 21:00:00,2,1
415,453,90,V,2014-09-22 07:52:38,2014-09-15 16:00:00,2,1
416,355,90,V,2014-09-22 07:50:08,2014-09-15 14:20:00,2,1
417,479,90,V,2014-09-22 07:54:33,2014-09-15 16:20:00,2,1
418,313,90,V,2014-09-22 07:54:31,2014-09-15 17:45:00,2,1
419,37,90,V,2014-09-22 07:54:14,2014-09-15 16:15:00,2,1
420,34,84,V,2014-09-22 07:52:06,2014-09-15 14:40:00,2,1
421,295,90,V,2014-09-22 07:50:34,2014-09-15 14:20:00,2,1
422,366,90,V,2014-09-22 07:50:25,2014-09-15 18:00:00,2,1
423,58,90,V,2014-09-22 07:50:46,2014-09-15 15:15:00,2,1
424,187,90,V,2014-09-22 07:52:36,2014-09-16 23:35:00,2,1
425,284,90,V,2014-09-22 07:53:51,2014-09-15 18:00:00,2,1
426,236,90,V,2014-09-22 07:52:04,2014-09-15 19:40:00,2,1
427,323,90,V,2014-09-22 07:51:47,2014-09-21 20:10:00,2,1
428,72,90,V,2014-09-22 07:53:39,2014-09-15 14:25:00,2,1
429,322,50,R,2014-09-22 07:51:46,,2,0
430,333,54,R,2014-09-22 07:50:52,,2,0
431,213,100,S,2014-09-22 07:50:53,,2,0
432,134,54,R,2014-09-22 07:52:35,,2,0
433,399,90,V,2014-09-22 07:54:47,2014-09-16 17:40:00,2,1
434,282,100,S,2014-09-22 07:53:15,,2,0
435,450,100,S,2014-09-22 07:50:47,,2,0
436,462,100,S,2014-09-22 07:53:27,,2,0
437,439,29,R,2014-09-22 07:52:59,,2,0
438,156,90,V,2014-09-22 07:53:03,2014-09-15 16:15:00,2,1
439,464,100,S,2014-09-22 07:50:30,,2,0
440,276,56,V,2014-09-22 07:54:17,2014-09-15 14:15:00,2,1
441,217,100,S,2014-09-22 07:53:19,,2,0
442,336,100,S,2014-09-22 07:50:32,,2,0
443,303,100,S,2014-09-22 07:52:37,,2,0
444,430,90,V,2014-09-22 07:51:35,2014-09-15 14:10:00,2,1
445,206,60,V,2014-09-22 07:50:34,2014-09-15 14:45:00,2,1
446,153,50,V,2014-09-22 07:52:05,2014-09-15 15:10:00,2,1
447,193,49,R,2014-09-22 07:53:57,,2,0
448,443,90,A,2014-09-22 07:51:23,,2,0
449,172,100,S,2014-09-22 07:50:35,,2,0
450,367,90,V,2014-09-22 07:52:00,2014-09-18 17:30:00,2,1
451,407,90,V,2014-09-22 07:51:46,2014-09-15 21:05:00,2,1
452,304,100,S,2014-09-22 07:53:22,,2,0
453,99,90,V,2014-09-22 07:50:23,2014-09-15 14:40:00,2,1
454,235,90,V,2014-09-22 07:51:40,2014-09-15 14:10:00,2,1
455,328,50,R,2014-09-22 07:50:49,,2,0
456,291,100,S,2014-09-22 07:53:11,,2,0
457,198,100,S,2014-09-22 07:54:27,,2,0
458,428,43,R,2014-09-22 07:52:42,,2,0
459,160,90,V,2014-09-22 07:54:11,2014-09-15 15:20:00,2,1
460,212,100,S,2014-09-22 07:50:13,,2,0
461,173,100,S,2014-09-22 07:53:51,,2,0
462,260,61,V,2014-09-22 07:51:52,2014-09-15 14:10:00,2,1
463,255,69,V,2014-09-22 07:40:43,2014-09-15 14:10:00,2,1
464,62,100,S,2014-09-22 07:53:03,,2,0
465,24,100,S,2014-09-22 07:52:28,,2,0
466,480,100,S,2014-09-22 07:50:26,,2,0
467,299,100,S,2014-09-22 07:43:36,,2,0
468,365,74,V,2014-09-22 07:51:42,2014-09-15 14:35:00,2,1
469,38,100,S,2014-09-22 07:52:22,,2,0
470,129,100,S,2014-09-22 07:50:44,,2,0
471,301,100,S,2014-09-22 07:54:02,,2,0
472,389,100,S,2014-09-22 07:51:19,,2,0
473,278,90,V,2014-09-22 07:53:03,2014-09-15 16:15:00,2,1
474,149,90,V,2014-09-22 07:50:26,2014-09-15 14:10:00,2,1
475,349,42,R,2014-09-22 07:52:59,,2,0
476,363,90,V,2014-09-22 07:53:38,2014-09-15 21:35:00,2,1
477,296,90,V,2014-09-22 07:52:29,2014-09-15 15:50:00,2,1
478,139,90,V,2014-09-22 07:52:40,,2,0
479,65,90,V,2014-09-22 07:52:57,2014-09-19 16:30:00,2,1
480,420,68,V,2014-09-22 07:50:22,2014-09-15 14:55:00,2,1
481,394,90,V,2014-09-22 07:54:52,2014-09-18 17:35:00,2,1
482,488,90,V,2014-09-22 07:52:53,2014-09-15 14:30:00,2,1
483,432,90,V,2014-09-22 07:54:30,2014-09-15 16:05:00,2,1
484,253,59,V,2014-09-22 07:47:41,2014-09-16 03:15:00,2,1
485,211,52,R,2014-09-22 07:50:55,,2,0
486,372,100,S,2014-09-22 07:53:39,,2,0
487,54,100,S,2014-09-22 07:50:12,,2,0
488,245,90,V,2014-09-22 07:54:56,2014-09-16 01:45:00,2,1
489,316,56,V,2014-09-22 07:52:27,2014-09-22 02:30:00,2,1
490,426,100,S,2014-09-22 07:33:51,,2,0
491,431,100,S,2014-09-22 07:51:44,,2,0
492,254,100,S,2014-09-22 07:52:25,,2,0
493,144,90,V,2014-09-22 07:50:35,2014-09-15 14:10:00,2,1
494,137,100,S,2014-09-22 07:54:56,,2,0
495,449,100,S,2014-09-22 07:50:45,,2,0
496,332,90,V,2014-09-22 07:51:49,2014-09-16 14:10:00,2,1
497,224,90,V,2014-09-22 07:51:08,2014-09-15 16:40:00,2,1
498,350,100,S,2014-09-22 07:52:57,,2,0
499,13,67,R,2014-09-22 07:50:38,,2,0
500,360,54,V,2014-09-22 07:52:19,2014-09-17 14:35:00,2,1
501,437,90,V,2014-09-22 07:52:02,2014-09-15 14:15:00,2,1
502,3,90,V,2014-09-22 07:51:21,2014-09-15 16:05:00,2,1
503,197,100,S,2014-09-22 07:53:15,,2,0
504,311,31,R,2014-09-22 07:50:14,,2,0
505,25,100,S,2014-09-22 07:51:28,,2,0
506,219,90,V,2014-09-22 07:51:33,2014-09-15 14:10:00,2,1
507,146,70,V,2014-09-22 07:50:18,2014-09-15 16:15:00,2,1
508,387,41,R,2014-09-22 07:54:18,,2,0
509,208,100,S,2014-09-22 04:58:19,,2,0
510,228,48,V,2014-09-22 07:37:24,2014-09-15 14:15:00,2,1
511,90,53,R,2014-09-22 07:52:24,,2,0
512,327,79,R,2014-09-22 07:54:20,,2,0
513,199,90,V,2014-09-22 07:51:57,2014-09-15 14:55:00,2,1
514,277,60,V,2014-09-22 07:51:06,2014-09-15 17:25:00,2,1
515,107,90,V,2014-09-22 07:50:12,2014-09-15 15:10:00,2,1
516,86,90,V,2014-09-22 07:50:56,2014-09-15 14:15:00,2,1
517,36,111,R,2014-09-22 07:53:34,,2,0
518,373,90,V,2014-09-22 07:51:34,2014-09-15 14:10:00,2,1
519,342,50,R,2014-09-22 07:53:04,,2,0
520,169,100,S,2014-09-22 07:50:40,,2,0
521,104,55,R,2014-09-22 07:50:45,,2,0
522,448,90,V,2014-09-22 07:51:16,2014-09-16 17:15:00,2,1
523,492,90,V,2014-09-22 07:51:31,2014-09-15 15:00:00,2,1
524,230,100,S,2014-09-22 07:53:16,,2,0
525,231,90,V,2014-09-22 07:54:34,2014-09-15 15:10:00,2,1
526,287,60,V,2014-09-22 05:22:46,2014-09-17 18:25:00,2,1
527,68,100,S,2014-09-22 07:54:48,,2,0
528,76,68,R,2014-09-22 07:51:48,,2,0
529,22,43,R,2014-09-22 07:49:58,,2,0
530,347,54,R,2014-09-22 07:52:02,,2,0
531,362,55,R,2014-09-22 07:52:42,,2,0
532,6,100,S,2014-09-22 07:54:43,,2,0
533,474,90,V,2014-09-22 04:12:08,2014-09-15 16:05:00,2,1
534,385,47,R,2014-09-22 07:53:57,,2,0
535,477,58,V,2014-09-22 07:24:42,2014-09-15 14:20:00,2,1
536,116,45,R,2014-09-22 07:53:35,,2,0
537,192,69,R,2014-09-22 07:51:16,,2,0
538,119,90,V,2014-09-22 06:30:29,2014-09-15 14:45:00,2,1
539,130,47,R,2014-09-22 07:53:27,,2,0
540,16,48,V,2014-09-22 07:50:16,2014-09-15 14:10:00,2,1
541,66,90,V,2014-09-22 07:50:52,2014-09-15 14:40:00,2,1
542,423,100,S,2014-09-22 07:52:29,,2,0
543,343,43,R,2014-09-22 07:52:36,,2,0
544,473,100,S,2014-09-22 07:50:59,,2,0
545,74,90,V,2014-09-22 07:53:57,2014-09-20 02:40:00,2,1
546,378,100,S,2014-09-22 07:51:57,,2,0
547,309,55,V,2014-09-22 07:53:40,2014-09-15 18:05:00,2,1
548,57,60,V,2014-09-22 07:50:50,2014-09-16 09:00:00,2,1
549,485,48,R,2014-09-22 07:52:16,,2,0
550,108,90,V,2014-09-22 07:52:23,2014-09-16 22:45:00,2,1
551,456,100,S,2014-09-22 07:54:14,,2,0
552,471,100,S,2014-09-22 04:57:48,,2,0
553,447,90,V,2014-09-22 07:52:19,2014-09-15 22:00:00,2,1
554,179,90,V,2014-09-22 07:54:44,2014-09-15 17:10:00,2,1
555,486,90,V,2014-09-22 07:54:34,2014-09-15 17:00:00,2,1
556,318,100,S,2014-09-22 07:51:05,,2,0
557,406,100,S,2014-09-22 07:53:53,,2,0
558,334,90,V,2014-09-22 07:44:23,2014-09-17 20:30:00,2,1
559,27,90,V,2014-09-22 07:35:48,2014-09-15 18:15:00,2,1
560,246,90,V,2014-09-22 07:53:28,2014-09-15 16:35:00,2,1
561,127,78,V,2014-09-22 07:53:03,2014-09-15 16:35:00,2,1
562,158,82,V,2014-09-22 07:52:04,2014-09-15 17:05:00,2,1
563,203,100,S,2014-09-22 07:52:23,,2,0
564,44,100,S,2014-09-22 07:54:16,,2,0
565,175,62,R,2014-09-22 07:54:17,,2,0
566,422,100,S,2014-09-22 07:54:08,,2,0
567,147,72,R,2014-09-22 07:53:28,,2,0
568,117,100,S,2014-09-22 07:50:22,,2,0
569,351,90,V,2014-09-22 07:53:24,2014-09-15 15:35:00,2,1
570,319,100,S,2014-09-22 07:54:18,,2,0
571,460,62,V,2014-09-22 07:52:09,2014-09-15 14:10:00,2,1
572,125,63,V,2014-09-22 07:49:44,2014-09-18 18:00:00,2,1
573,200,100,S,2014-09-22 07:50:06,,2,0
574,243,90,V,2014-09-22 07:54:59,2014-09-15 14:10:00,2,1
575,105,55,V,2014-09-22 07:51:02,2014-09-15 14:40:00,2,1
576,67,100,S,2014-09-22 07:53:41,,2,0
577,424,42,R,2014-09-22 07:54:40,,2,0
578,279,61,V,2014-09-22 07:50:24,2014-09-15 18:05:00,2,1
579,382,100,S,2014-09-22 07:51:13,,2,0
580,64,100,S,2014-09-22 07:52:14,,2,0
581,96,90,V,2014-09-22 07:53:37,2014-09-15 16:35:00,2,1
582,408,65,R,2014-09-22 07:52:42,,2,0
583,55,90,V,2014-09-22 07:53:42,2014-09-15 21:25:00,2,1
584,59,100,S,2014-09-22 07:50:54,,2,0
585,185,100,S,2014-09-22 07:53:57,,2,0
586,241,90,V,2014-09-22 07:52:42,2014-09-15 18:55:00,2,1
587,252,100,S,2014-09-22 07:27:11,,2,0
588,475,100,S,2014-09-22 07:54:13,,2,0
589,441,67,V,2014-09-22 07:53:23,2014-09-15 14:10:00,2,1
590,238,90,V,2014-09-22 07:51:40,2014-09-15 14:25:00,2,1
591,218,100,S,2014-09-22 07:52:37,,2,0
592,444,90,V,2014-09-22 07:53:16,2014-09-20 14:30:00,2,1
593,310,100,S,2014-09-22 07:53:15,,2,0
594,440,100,S,2014-09-22 07:50:28,,2,0
595,381,100,S,2014-09-22 07:11:18,,2,0
596,1,51,V,2014-09-22 07:52:51,2014-09-19 15:00:00,2,1
597,442,100,S,2014-09-22 07:50:25,,2,0
598,429,100,S,2014-09-22 07:54:59,,2,0
599,49,59,V,2014-09-22 07:52:13,2014-09-15 14:35:00,2,1
600,280,49,R,2014-09-22 07:53:05,,2,0
601,46,90,V,2014-09-22 07:54:12,2014-09-15 19:05:00,2,1
602,176,64,V,2014-09-22 07:52:34,2014-09-15 16:35:00,2,1
603,89,90,V,2014-09-22 07:54:03,2014-09-15 14:50:00,2,1
604,289,100,S,2014-09-22 07:52:15,,2,0
605,209,40,R,2014-09-22 07:52:37,,2,0
606,8,63,R,2014-09-22 07:51:30,,2,0
607,159,59,R,2014-09-22 07:54:19,,2,0
608,358,46,R,2014-09-22 07:51:49,,2,0
609,300,78,R,2014-09-22 07:50:40,,2,0
610,306,100,S,2014-09-22 07:52:53,,2,0
611,33,90,V,2014-09-22 07:54:29,2014-09-15 15:20:00,2,1
612,52,52,V,2014-09-22 07:51:03,2014-09-15 16:10:00,2,1
613,364,90,V,2014-09-22 07:51:32,2014-09-15 18:25:00,2,1
614,17,47,V,2014-09-22 07:52:16,2014-09-15 14:20:00,2,1
615,242,100,S,2014-09-22 07:50:25,,2,0
616,400,90,V,2014-09-22 07:52:05,2014-09-15 15:00:00,2,1
617,476,56,R,2014-09-22 07:51:46,,2,0
618,161,100,S,2014-09-22 07:54:53,,2,0
619,136,63,V,2014-09-22 07:44:10,2014-09-15 14:55:00,2,1
620,77,100,S,2014-09-22 07:47:41,,2,0
621,135,90,V,2014-09-22 07:51:40,2014-09-15 17:15:00,2,1
622,41,90,V,2014-09-22 07:49:52,2014-09-15 14:10:00,2,1
623,178,90,V,2014-09-22 07:51:58,2014-09-15 14:35:00,2,1
624,216,70,R,2014-09-22 07:52:32,,2,0
625,215,100,S,2014-09-22 07:53:39,,2,0
626,167,67,R,2014-09-22 07:50:13,,2,0
627,128,73,V,2014-09-22 07:54:13,2014-09-16 08:15:00,2,1
628,281,100,S,2014-09-22 07:52:00,,2,0
629,9,90,V,2014-09-22 07:51:42,2014-09-15 16:20:00,2,1
630,337,100,S,2014-09-22 07:50:40,,2,0
631,354,100,S,2014-09-22 07:53:34,,2,0
632,18,90,V,2014-09-22 06:48:22,2014-09-15 14:20:00,2,1
633,331,100,S,2014-09-22 07:50:50,,2,0
634,145,57,V,2014-09-22 07:53:47,2014-09-15 14:50:00,2,1
635,391,100,S,2014-09-22 07:52:33,,2,0
636,204,100,S,2014-09-22 07:53:27,,2,0
637,247,90,V,2014-09-22 07:52:46,2014-09-15 14:25:00,2,1
638,472,100,S,2014-09-22 07:52:02,,2,0
639,379,100,S,2014-09-22 07:53:21,,2,0
640,94,100,S,2014-09-22 07:54:11,,2,0
641,195,90,V,2014-09-22 07:54:54,2014-09-15 14:45:00,2,1
642,410,90,V,2014-09-22 07:53:49,2014-09-15 16:00:00,2,1
643,164,78,R,2014-09-22 07:52:34,,2,0
644,210,100,S,2014-09-22 07:53:22,,2,0
645,42,58,V,2014-09-22 07:52:29,2014-09-15 14:20:00,2,1
646,375,100,S,2014-09-22 07:52:03,,2,0
647,12,97,R,2014-09-22 07:53:07,,2,0
648,61,78,R,2014-09-22 07:51:32,,2,0
649,181,100,S,2014-09-22 06:41:16,,2,0
650,470,90,V,2014-09-22 07:54:24,2014-09-15 15:50:00,2,1
651,388,100,S,2014-09-22 07:52:06,,2,0
652,2,100,S,2014-09-22 07:53:55,,2,0
653,258,43,R,2014-09-22 07:54:28,,2,0
654,402,58,V,2014-09-22 07:50:09,2014-09-16 13:40:00,2,1
655,132,80,V,2014-09-22 07:51:38,2014-09-15 16:15:00,2,1
656,174,53,R,2014-09-22 07:51:03,,2,0
657,47,100,S,2014-09-22 07:53:45,,2,0
658,53,43,R,2014-09-22 07:51:14,,2,0
659,168,43,R,2014-09-22 07:53:10,,2,0
660,416,90,V,2014-09-22 07:53:54,2014-09-15 14:40:00,2,1
661,376,100,S,2014-09-22 07:50:39,,2,0
662,69,81,V,2014-09-22 07:54:57,2014-09-15 18:15:00,2,1
663,248,90,V,2014-09-22 07:54:15,2014-09-15 17:25:00,2,1
664,83,100,S,2014-09-22 07:52:15,,2,0
665,110,100,S,2014-09-22 07:53:04,,2,0
666,302,100,S,2014-09-22 07:49:58,,2,0
667,183,90,V,2014-09-22 07:54:21,2014-09-15 15:20:00,2,1
668,182,90,V,2014-09-22 07:51:42,2014-09-15 16:25:00,2,1
669,151,100,S,2014-09-22 07:54:34,,2,0
670,244,90,V,2014-09-22 07:52:25,2014-09-15 23:10:00,2,1
671,39,47,V,2014-09-22 07:50:31,2014-09-15 14:10:00,2,1
672,98,90,V,2014-09-22 07:54:35,2014-09-15 14:20:00,2,1
673,109,54,R,2014-09-22 07:54:34,,2,0
674,286,71,V,2014-09-22 07:50:02,2014-09-15 14:30:00,2,1
675,60,75,V,2014-09-22 07:12:42,2014-09-15 14:50:00,2,1
676,435,100,S,2014-09-22 07:51:18,,2,0
677,359,49,V,2014-09-22 07:50:32,2014-09-15 17:00:00,2,1
678,285,90,V,2014-09-22 07:54:18,2014-09-15 16:05:00,2,1
679,314,41,R,2014-09-22 07:54:46,,2,0
680,434,49,R,2014-09-22 07:53:16,,2,0
681,19,54,R,2014-09-22 07:50:47,,2,0
682,261,34,R,2014-09-22 07:54:42,,2,0
683,361,47,R,2014-09-22 07:52:28,,2,0
684,48,100,S,2014-09-22 07:52:42,,2,0
685,170,100,S,2014-09-22 07:50:00,,2,0
686,23,90,V,2014-09-22 07:50:01,2014-09-15 14:15:00,2,1
687,20,100,S,2014-09-22 07:51:08,,2,0
688,30,100,S,2014-09-22 07:50:07,,2,0
689,102,100,S,2014-09-22 07:52:29,,2,0
690,412,100,S,2014-09-22 07:51:42,,2,0
691,340,90,V,2014-09-22 07:53:21,2014-09-18 15:05:00,2,1
692,250,62,V,2014-09-22 07:53:22,2014-09-16 05:55:00,2,1
693,190,49,V,2014-09-22 07:54:02,2014-09-15 18:05:00,2,1
694,237,53,V,2014-09-22 07:51:40,2014-09-16 06:30:00,2,1
695,75,100,S,2014-09-22 07:54:06,,2,0
696,101,100,S,2014-09-22 07:51:27,,2,0
697,298,90,V,2014-09-22 07:53:38,2014-09-15 15:40:00,2,1
698,325,52,V,2014-09-22 07:50:15,2014-09-16 14:55:00,2,1
699,267,90,V,2014-09-22 07:50:54,2014-09-15 15:45:00,2,1
700,265,37,R,2014-09-22 07:51:48,,2,0
701,305,88,R,2014-09-22 07:53:28,,2,0
702,138,100,S,2014-09-22 07:53:43,,2,0
703,467,100,S,2014-09-22 07:53:17,,2,0
704,56,68,R,2014-09-22 07:53:29,,2,0
705,143,90,V,2014-09-22 07:51:36,2014-09-15 14:20:00,2,1
706,293,40,R,2014-09-22 07:54:34,,2,0
707,124,100,S,2014-09-22 07:52:23,,2,0
708,150,45,R,2014-09-22 07:51:17,,2,0
709,446,90,V,2014-09-22 07:52:46,2014-09-15 15:00:00,2,1
710,80,100,S,2014-09-22 07:51:47,,2,0
711,457,90,V,2014-09-22 07:51:18,2014-09-15 14:15:00,2,1
712,493,90,V,2014-09-22 06:45:38,2014-09-15 23:15:00,2,1
713,288,90,V,2014-09-22 07:54:45,2014-09-15 15:40:00,2,1
714,395,100,S,2014-09-22 07:50:10,,2,0
715,458,37,R,2014-09-22 07:52:19,,2,0
716,113,67,R,2014-09-22 07:54:27,,2,0
717,415,49,R,2014-09-22 07:54:13,,2,0
718,4,90,V,2014-09-22 07:54:56,2014-09-15 16:45:00,2,1
719,348,58,R,2014-09-22 07:51:50,,2,0
720,452,57,V,2014-09-22 04:26:08,2014-09-15 18:05:00,2,1
721,414,54,R,2014-09-22 07:50:08,,2,0
722,141,100,S,2014-09-22 07:52:43,,2,0
723,483,52,V,2014-09-22 07:52:43,2014-09-17 18:50:00,2,1
724,81,90,V,2014-09-22 07:50:11,2014-09-15 14:10:00,2,1
725,189,46,R,2014-09-22 07:51:29,,2,0
726,374,53,V,2014-09-22 07:53:14,2014-09-15 14:15:00,2,1
727,85,50,V,2014-09-22 07:53:19,2014-09-21 15:40:00,2,1
728,259,100,S,2014-09-22 07:50:38,,2,0
729,71,50,V,2014-09-22 07:53:23,2014-09-15 14:10:00,2,1
730,205,100,S,2014-09-22 07:48:26,,2,0
731,290,61,R,2014-09-22 07:53:20,,2,0
732,220,100,S,2014-09-22 07:50:44,,2,0
733,297,90,V,2014-09-22 07:53:17,2014-09-15 14:55:00,2,1
734,466,58,V,2014-09-22 07:51:08,2014-09-15 14:15:00,2,1
735,11,46,R,2014-09-22 07:50:49,,2,0
736,292,100,S,2014-09-22 07:50:32,,2,0
737,191,34,R,2014-09-22 07:54:54,,2,0
738,454,55,R,2014-09-22 07:53:12,,2,0
739,78,100,S,2014-09-22 07:53:52,,2,0
740,411,63,R,2014-09-22 07:52:59,,2,0
741,384,100,S,2014-09-22 07:50:17,,2,0
742,226,100,S,2014-09-22 07:51:49,,2,0
743,386,90,V,2014-09-22 07:51:30,,2,0
744,97,47,V,2014-09-22 07:53:08,2014-09-15 14:10:00,2,1
745,140,68,V,2014-09-22 07:53:15,2014-09-15 14:45:00,2,1
746,269,50,R,2014-09-22 07:51:41,,2,0
747,459,100,S,2014-09-22 07:50:23,,2,0
748,111,68,V,2014-09-22 07:51:21,2014-09-15 14:30:00,2,1
749,352,100,S,2014-09-22 07:54:37,,2,0
750,122,56,V,2014-09-22 07:51:21,2014-09-15 16:15:00,2,1
751,29,90,V,2014-09-22 07:51:17,2014-09-15 14:10:00,2,1
752,14,100,S,2014-09-22 07:52:12,,2,0
753,403,90,V,2014-09-22 07:54:53,2014-09-15 14:10:00,2,1
754,436,36,R,2014-09-22 07:51:10,,2,0
755,91,68,V,2014-09-22 07:54:29,2014-09-15 14:40:00,2,1
756,100,100,S,2014-09-22 07:51:50,,2,0
757,270,90,V,2014-09-22 07:51:27,2014-09-17 19:15:00,2,1
758,95,100,S,2014-09-22 07:54:44,,2,0
759,489,72,R,2014-09-22 07:53:22,,2,0
760,445,90,V,2014-09-22 07:51:51,2014-09-15 16:35:00,2,1
761,401,90,V,2014-09-22 07:54:00,2014-09-15 19:25:00,2,1
762,275,90,V,2014-09-22 07:54:26,2014-09-15 16:50:00,2,1
763,126,90,V,2014-09-22 07:50:24,2014-09-15 15:40:00,2,1
764,345,37,R,2014-09-22 07:53:55,,2,0
765,194,100,S,2014-09-22 07:50:24,,2,0
766,478,46,R,2014-09-22 07:50:25,,2,0
767,324,100,S,2014-09-22 07:53:30,,2,0
768,63,90,V,2014-09-22 07:53:37,2014-09-15 14:15:00,2,1
769,346,100,S,2014-09-22 07:52:39,,2,0
770,180,90,V,2014-09-22 07:53:04,2014-09-15 15:35:00,2,1
771,233,100,S,2014-09-22 07:54:54,,2,0
772,262,100,S,2014-09-22 07:52:31,,2,0
773,227,100,S,2014-09-22 07:52:53,,2,0
774,465,100,S,2014-09-22 07:52:56,,2,0
775,404,100,S,2014-09-22 07:53:29,,2,0
776,31,90,V,2014-09-22 07:51:58,2014-09-16 14:55:00,2,1
